gps_data_flag,registration_number,horse_name,pp_track,pp_race_date,pp_race_number,pp_country,race_type,grade,distance_id,distance_unit,about_distance_indicator,distance,surface,post_position,position_at_point_of_call_1,position_at_point_of_call_2,position_at_point_of_call_3,position_at_point_of_call_4,position_at_point_of_call_5,official_position,length_behind_at_poc_1,length_behind_at_poc_2,length_behind_at_poc_3,length_behind_at_poc_4,length_behind_at_poc_5,length_behind_at_finish,length_ahead_at_poc_1,length_ahead_at_poc_2,length_ahead_at_poc_3,length_ahead_at_poc_4,length_ahead_at_poc_5,length_ahead_at_finish,post_time_odds,field_size,purse,is_about_distance,is_graded_race,has_gps_data,distance_furlongs,distance_meters_expected,distance_label,is_nonstandard_distance,pp_race_key
X,20009044,Rowsie Express,LRL,2025-09-28,8,USA,ALW,,8.0,F,,1M,D,5,1.0,1.0,1.0,,2.0,2,0.0,0.0,0.0,0.0,200.0,200.0,150.0,10.0,10.0,0.0,100.0,150.0,51,6,50470,0,0,1,8.0,1609.344,1M,0,20009044|LRL|2025-09-28|8
,20009045,Bump N Run,PRX,2025-11-26,10,USA,STK,,6.5,F,,6 1/2F,D,3,4.0,5.0,,,6.0,5,210.0,260.0,0.0,0.0,630.0,1060.0,100.0,150.0,0.0,0.0,200.0,75.0,471,7,75000,0,0,0,6.5,1307.592,6 1/2F,0,20009045|PRX|2025-11-26|10
,20009045,Bump N Run,PRX,2025-10-29,9,USA,AOC,,6.0,F,,6F,D,5,5.0,5.0,,,4.0,3,320.0,360.0,0.0,0.0,550.0,650.0,10.0,50.0,0.0,0.0,50.0,200.0,264,6,55000,0,0,0,6.0,1207.008,6F,0,20009045|PRX|2025-10-29|9
,20009045,Bump N Run,PRX,2025-09-20,15,USA,STK,,6.5,F,,6 1/2F,D,5,9.0,9.0,,,8.0,8,930.0,1020.0,0.0,0.0,910.0,680.0,0.0,0.0,0.0,0.0,800.0,1425.0,951,9,150000,0,0,0,6.5,1307.592,6 1/2F,0,20009045|PRX|2025-09-20|15
,20009517,Divine Grace,PRX,2025-12-29,6,USA,CLM,,8.32,F,,1M 70Y,D,9,6.0,7.0,6.0,,4.0,4,1060.0,770.0,1000.0,0.0,1300.0,1225.0,10.0,150.0,100.0,0.0,50.0,175.0,24,9,20000,0,0,0,8.32,1673.71776,1M 70Y,1,20009517|PRX|2025-12-29|6
X,20009517,Divine Grace,AQU,2025-12-04,6,USA,CLM,,8.0,F,,1M,D,7,4.0,5.0,7.0,,5.0,4,610.0,550.0,710.0,0.0,750.0,805.0,50.0,50.0,0.0,0.0,100.0,50.0,18,7,28000,0,0,1,8.0,1609.344,1M,0,20009517|AQU|2025-12-04|6
,20009517,Divine Grace,PRX,2025-11-11,2,USA,CLM,,8.32,F,,1M 70Y,D,6,1.0,1.0,1.0,,2.0,2,0.0,0.0,0.0,0.0,250.0,350.0,10.0,50.0,10.0,0.0,300.0,700.0,22,7,26000,0,0,0,8.32,1673.71776,1M 70Y,1,20009517|PRX|2025-11-11|2
X,20009759,How Sweet She Is,LRL,2025-12-05,7,USA,ALW,,8.5,F,,1 1/16M,D,3,1.0,2.0,2.0,,4.0,5,0.0,100.0,450.0,0.0,700.0,1525.0,10.0,150.0,10.0,0.0,150.0,200.0,93,8,50735,0,0,1,8.5,1709.928,1 1/16M,0,20009759|LRL|2025-12-05|7
X,20009759,How Sweet She Is,LRL,2025-10-31,8,USA,ALW,,9.0,F,,1 1/8M,D,5,2.0,2.0,2.0,,3.0,5,100.0,100.0,50.0,0.0,200.0,425.0,100.0,50.0,10.0,0.0,150.0,1400.0,38,6,53410,0,0,1,9.0,1810.5120000000002,1 1/8M,0,20009759|LRL|2025-10-31|8
X,20009759,How Sweet She Is,LRL,2025-09-28,9,USA,ALW,,8.5,F,,1 1/16M,T,5,4.0,3.0,4.0,,7.0,7,220.0,260.0,270.0,0.0,560.0,700.0,150.0,100.0,150.0,0.0,0.0,0.0,47,7,50970,0,0,1,8.5,1709.928,1 1/16M,0,20009759|LRL|2025-09-28|9
X,20010035,Seven's Eleven,LRL,2026-01-10,6,USA,CLM,,6.0,F,,6F,D,7,2.0,3.0,,,3.0,4,100.0,110.0,0.0,0.0,300.0,585.0,10.0,50.0,0.0,0.0,50.0,125.0,17,11,21180,0,0,1,6.0,1207.008,6F,0,20010035|LRL|2026-01-10|6
X,20010035,Seven's Eleven,LRL,2025-12-20,4,USA,SOC,,6.0,F,,6F,D,1,5.0,6.0,,,4.0,5,760.0,560.0,0.0,0.0,600.0,900.0,100.0,150.0,0.0,0.0,50.0,625.0,93,8,32610,0,0,1,6.0,1207.008,6F,0,20010035|LRL|2025-12-20|4
X,20010035,Seven's Eleven,LRL,2025-11-27,7,USA,AOC,,6.0,F,,6F,D,6,8.0,8.0,,,7.0,7,870.0,920.0,0.0,0.0,1060.0,1975.0,0.0,0.0,0.0,0.0,150.0,425.0,92,8,55590,0,0,1,6.0,1207.008,6F,0,20010035|LRL|2025-11-27|7
X,20010035,Seven's Eleven,LRL,2025-11-14,6,USA,AOC,,8.0,F,,1M,D,2,6.0,7.0,6.0,,7.0,7,510.0,670.0,530.0,0.0,1310.0,1275.0,50.0,10.0,200.0,0.0,100.0,5.0,95,8,57000,0,0,1,8.0,1609.344,1M,0,20010035|LRL|2025-11-14|6
X,20010035,Seven's Eleven,LRL,2025-04-12,8,USA,STK,,7.0,F,,7F,D,6,2.0,2.0,,,2.0,3,50.0,10.0,0.0,0.0,100.0,425.0,300.0,250.0,0.0,0.0,150.0,200.0,171,6,100000,0,0,1,7.0,1408.176,7F,0,20010035|LRL|2025-04-12|8
,20010550,Game Keeper,CT,2025-12-11,4,USA,AOC,,8.5,F,,1 1/16M,D,2,6.0,6.0,7.0,,5.0,5,360.0,460.0,510.0,0.0,800.0,1400.0,150.0,50.0,0.0,0.0,100.0,75.0,70,7,28700,0,0,0,8.5,1709.928,1 1/16M,0,20010550|CT|2025-12-11|4
,20010550,Game Keeper,CT,2025-11-20,7,USA,AOC,,8.5,F,,1 1/16M,D,8,6.0,7.0,8.0,,8.0,8,510.0,420.0,620.0,0.0,820.0,1400.0,50.0,300.0,100.0,0.0,50.0,600.0,59,9,28700,0,0,0,8.5,1709.928,1 1/16M,0,20010550|CT|2025-11-20|7
,20010550,Game Keeper,CT,2025-10-30,6,USA,AOC,,8.5,F,,1 1/16M,D,1,4.0,3.0,3.0,,3.0,3,150.0,300.0,60.0,0.0,20.0,225.0,100.0,100.0,100.0,0.0,300.0,550.0,48,8,28700,0,0,0,8.5,1709.928,1 1/16M,0,20010550|CT|2025-10-30|6
X,20011403,Running River,LRL,2025-11-29,2,USA,CLM,,8.5,F,,1 1/16M,D,5,2.0,2.0,4.0,,4.0,5,10.0,100.0,560.0,0.0,750.0,1380.0,100.0,50.0,150.0,0.0,150.0,1575.0,186,8,19140,0,0,1,8.5,1709.928,1 1/16M,0,20011403|LRL|2025-11-29|2
X,20011403,Running River,LRL,2025-10-17,4,USA,CLM,,8.0,F,,1M,D,3,6.0,8.0,8.0,,8.0,9,320.0,570.0,1320.0,0.0,1610.0,2850.0,10.0,300.0,200.0,0.0,200.0,0.0,115,9,21260,0,0,1,8.0,1609.344,1M,0,20011403|LRL|2025-10-17|4
X,20011403,Running River,LRL,2025-09-13,2,USA,CLM,,8.5,F,,1 1/16M,D,2,2.0,2.0,3.0,,3.0,2,10.0,50.0,500.0,0.0,1100.0,1750.0,200.0,200.0,1200.0,0.0,300.0,100.0,31,5,18450,0,0,1,8.5,1709.928,1 1/16M,0,20011403|LRL|2025-09-13|2
X,20011779,Gluckstadt,LRL,2025-12-20,2,USA,ALW,,7.0,F,,7F,D,3,3.0,3.0,,,3.0,3,300.0,60.0,0.0,0.0,160.0,300.0,200.0,200.0,0.0,0.0,350.0,225.0,134,7,53910,0,0,1,7.0,1408.176,7F,0,20011779|LRL|2025-12-20|2
X,20011779,Gluckstadt,LRL,2025-11-23,7,USA,SOC,,8.0,F,,1M,D,2,10.0,10.0,10.0,,10.0,10,,,,0.0,,,,,,0.0,,,297,10,39055,0,0,1,8.0,1609.344,1M,0,20011779|LRL|2025-11-23|7
X,20011779,Gluckstadt,KEE,2025-10-12,8,USA,CLM,,7.0,F,,7F,D,2,7.0,7.0,,,4.0,6,670.0,430.0,0.0,0.0,260.0,410.0,200.0,300.0,0.0,0.0,100.0,475.0,85,9,51000,0,0,1,7.0,1408.176,7F,0,20011779|KEE|2025-10-12|8
,20011779,Gluckstadt,PRM,2025-09-08,10,USA,ALW,,6.0,F,,6F,D,2,7.0,7.0,,,5.0,5,690.0,660.0,0.0,0.0,760.0,305.0,0.0,0.0,0.0,0.0,10.0,700.0,203,7,35500,0,0,0,6.0,1207.008,6F,0,20011779|PRM|2025-09-08|10
X,20011797,Certified Loverboy,AQU,2025-12-27,10,USA,AOC,,8.0,F,,1M,D,6,3.0,2.0,2.0,,5.0,6,60.0,10.0,10.0,0.0,450.0,1025.0,50.0,50.0,250.0,0.0,200.0,150.0,212,11,90000,0,0,1,8.0,1609.344,1M,0,20011797|AQU|2025-12-27|10
X,20011797,Certified Loverboy,AQU,2025-11-21,4,USA,AOC,,9.0,F,,1 1/8M,D,2,1.0,1.0,1.0,,2.0,3,0.0,0.0,0.0,0.0,400.0,750.0,200.0,150.0,100.0,0.0,100.0,175.0,21,6,90000,0,0,1,9.0,1810.5120000000002,1 1/8M,0,20011797|AQU|2025-11-21|4
X,20011797,Certified Loverboy,BAQ,2025-09-25,7,USA,AOC,,9.0,F,,1 1/8M,D,2,1.0,1.0,1.0,,3.0,5,0.0,0.0,0.0,0.0,110.0,775.0,50.0,250.0,150.0,0.0,50.0,1825.0,8,7,90000,0,0,1,9.0,1810.5120000000002,1 1/8M,0,20011797|BAQ|2025-09-25|7
X,20011876,Coaches Meeting,LRL,2025-06-06,3,USA,SOC,,8.0,F,,1M,T,7,3.0,3.0,3.0,,4.0,1,160.0,150.0,160.0,0.0,110.0,0.0,100.0,10.0,200.0,0.0,150.0,25.0,22,9,25980,0,0,1,8.0,1609.344,1M,0,20011876|LRL|2025-06-06|3
X,20011876,Coaches Meeting,TAM,2025-04-30,4,USA,CLM,,8.18,F,,1M 40Y,D,4,3.0,3.0,2.0,,1.0,1,110.0,20.0,10.0,0.0,0.0,0.0,150.0,100.0,150.0,0.0,50.0,500.0,25,10,18000,0,0,1,8.18,1645.55424,1M 40Y,1,20011876|TAM|2025-04-30|4
X,20011876,Coaches Meeting,TAM,2025-04-13,7,USA,CLM,,8.0,F,,1M,T,7,4.0,4.0,5.0,,5.0,5,300.0,310.0,310.0,0.0,350.0,280.0,100.0,50.0,200.0,0.0,100.0,150.0,40,10,21000,0,0,1,8.0,1609.344,1M,0,20011876|TAM|2025-04-13|7
X,20011903,Greek Heiress,KEE,2025-10-15,4,USA,CLM,,6.0,F,,6F,D,5,4.0,4.0,,,5.0,5,460.0,600.0,0.0,0.0,1050.0,1525.0,200.0,350.0,0.0,0.0,250.0,225.0,34,7,69000,0,0,1,6.0,1207.008,6F,0,20011903|KEE|2025-10-15|4
X,20011903,Greek Heiress,ELP,2025-08-24,6,USA,ALW,,6.0,F,,6F,D,5,2.0,1.0,,,4.0,6,10.0,0.0,0.0,0.0,400.0,1450.0,100.0,10.0,0.0,0.0,10.0,25.0,8,7,102000,0,0,1,6.0,1207.008,6F,0,20011903|ELP|2025-08-24|6
X,20011903,Greek Heiress,ELP,2025-08-03,1,USA,SOC,,6.5,F,,6 1/2F,D,2,1.0,1.0,,,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,500.0,525.0,29,8,50000,0,0,1,6.5,1307.592,6 1/2F,0,20011903|ELP|2025-08-03|1
X,20012355,Admit Nothing,LRL,2025-12-14,1,USA,CLM,,8.5,F,,1 1/16M,D,4,2.0,5.0,7.0,,7.0,7,800.0,1260.0,1350.0,0.0,1700.0,3200.0,10.0,100.0,0.0,0.0,0.0,0.0,201,7,22400,0,0,1,8.5,1709.928,1 1/16M,0,20012355|LRL|2025-12-14|1
X,20012355,Admit Nothing,LRL,2025-11-16,10,USA,CLM,,8.0,F,,1M,D,5,7.0,7.0,7.0,,5.0,3,1200.0,1300.0,810.0,0.0,1010.0,1025.0,250.0,500.0,1500.0,0.0,150.0,100.0,61,8,21030,0,0,1,8.0,1609.344,1M,0,20012355|LRL|2025-11-16|10
,20012355,Admit Nothing,CT,2025-10-03,8,USA,CLM,,8.5,F,,1 1/16M,D,5,2.0,2.0,2.0,,1.0,2,50.0,50.0,50.0,0.0,0.0,50.0,100.0,50.0,10.0,0.0,10.0,250.0,31,8,16300,0,0,0,8.5,1709.928,1 1/16M,0,20012355|CT|2025-10-03|8
X,20012355,Admit Nothing,LRL,2025-09-21,2,USA,CLM,,8.5,F,,1 1/16M,D,6,4.0,4.0,4.0,,2.0,3,450.0,350.0,260.0,0.0,350.0,600.0,150.0,50.0,150.0,0.0,50.0,25.0,62,6,20400,0,0,1,8.5,1709.928,1 1/16M,0,20012355|LRL|2025-09-21|2
,20013127,The Heights,DEL,2025-10-16,9,USA,SOC,,6.0,F,,6F,D,4,4.0,5.0,,,6.0,7,360.0,470.0,0.0,0.0,650.0,1100.0,10.0,10.0,0.0,0.0,200.0,525.0,275,8,25000,0,0,0,6.0,1207.008,6F,0,20013127|DEL|2025-10-16|9
,20013127,The Heights,DEL,2025-10-09,2,USA,SOC,,5.5,F,,5 1/2F,D,2,5.0,6.0,,,6.0,5,510.0,710.0,0.0,0.0,610.0,375.0,10.0,200.0,0.0,0.0,10.0,75.0,209,8,20000,0,0,0,5.5,1106.424,5 1/2F,0,20013127|DEL|2025-10-09|2
,20013127,The Heights,DEL,2025-09-20,6,USA,SOC,,6.0,F,,6F,D,5,8.0,6.0,,,5.0,3,420.0,400.0,0.0,0.0,320.0,250.0,200.0,100.0,0.0,0.0,100.0,200.0,214,9,20000,0,0,0,6.0,1207.008,6F,0,20013127|DEL|2025-09-20|6
,20013355,Teachintherelease,CT,2025-11-15,7,USA,STK,,9.0,F,,1 1/8M,D,9,2.0,4.0,2.0,,1.0,1,150.0,210.0,50.0,0.0,0.0,0.0,100.0,400.0,100.0,0.0,700.0,550.0,1,10,75000,0,0,0,9.0,1810.5120000000002,1 1/8M,0,20013355|CT|2025-11-15|7
,20013355,Teachintherelease,CT,2025-10-11,9,USA,STK,,9.0,F,,1 1/8M,D,8,1.0,1.0,1.0,,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,150.0,0.0,800.0,1425.0,2,10,300000,0,0,0,9.0,1810.5120000000002,1 1/8M,0,20013355|CT|2025-10-11|9
,20013355,Teachintherelease,CT,2025-09-18,7,USA,AOC,,7.0,F,,7F,D,4,1.0,1.0,,,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,600.0,325.0,1,6,34000,0,0,0,7.0,1408.176,7F,0,20013355|CT|2025-09-18|7
X,20013396,Martini Martin,LRL,2025-12-28,8,USA,CLM,,9.0,F,,1 1/8M,D,6,6.0,6.0,6.0,,5.0,5,850.0,1250.0,1410.0,0.0,1300.0,1375.0,0.0,0.0,0.0,0.0,500.0,1900.0,322,6,18410,0,0,1,9.0,1810.5120000000002,1 1/8M,0,20013396|LRL|2025-12-28|8
X,20013396,Martini Martin,LRL,2025-11-08,4,USA,CLM,,8.5,F,,1 1/16M,D,4,9.0,9.0,9.0,,9.0,8,1770.0,1410.0,1460.0,0.0,1610.0,1920.0,0.0,0.0,0.0,0.0,0.0,1050.0,415,9,19640,0,0,1,8.5,1709.928,1 1/16M,0,20013396|LRL|2025-11-08|4
,20013396,Martini Martin,DEL,2025-08-21,6,USA,CLM,,8.32,F,,1M 70Y,D,7,7.0,7.0,7.0,,7.0,4,520.0,570.0,710.0,0.0,630.0,460.0,0.0,0.0,0.0,0.0,0.0,100.0,62,7,19000,0,0,0,8.32,1673.71776,1M 70Y,1,20013396|DEL|2025-08-21|6
,20013396,Martini Martin,DEL,2025-07-18,1,USA,CLM,,8.32,F,,1M 70Y,D,5,7.0,6.0,5.0,,5.0,4,950.0,560.0,660.0,0.0,260.0,630.0,0.0,200.0,100.0,0.0,300.0,150.0,32,7,17000,0,0,0,8.32,1673.71776,1M 70Y,1,20013396|DEL|2025-07-18|1
X,20013447,Vamos Viejo,LRL,2025-11-22,4,USA,SOC,,5.5,F,,5 1/2F,T,9,8.0,5.0,,,4.0,5,620.0,500.0,0.0,0.0,250.0,140.0,10.0,50.0,0.0,0.0,10.0,100.0,53,10,26740,0,0,1,5.5,1106.424,5 1/2F,0,20013447|LRL|2025-11-22|4
X,20013447,Vamos Viejo,LRL,2025-10-26,9,USA,AOC,,6.0,F,,6F,T,9,6.0,10.0,,,10.0,10,310.0,980.0,0.0,0.0,1080.0,635.0,50.0,0.0,0.0,0.0,0.0,0.0,125,10,55000,0,0,1,6.0,1207.008,6F,0,20013447|LRL|2025-10-26|9
X,20013447,Vamos Viejo,LRL,2025-10-12,7,USA,SOC,,5.5,F,,5 1/2F,T,2,8.0,7.0,,,6.0,4,510.0,410.0,0.0,0.0,760.0,350.0,50.0,200.0,0.0,0.0,300.0,75.0,107,9,30500,0,0,1,5.5,1106.424,5 1/2F,0,20013447|LRL|2025-10-12|7
X,20013475,Golden Charm,LRL,2025-12-28,4,USA,SOC,,8.5,F,,1 1/16M,D,3,4.0,5.0,5.0,,4.0,4,760.0,760.0,350.0,0.0,600.0,1375.0,150.0,10.0,800.0,0.0,150.0,600.0,44,6,24000,0,0,1,8.5,1709.928,1 1/16M,0,20013475|LRL|2025-12-28|4
X,20013475,Golden Charm,LRL,2025-12-07,2,USA,SOC,,9.0,F,,1 1/8M,D,1,4.0,5.0,5.0,,2.0,2,250.0,270.0,600.0,0.0,350.0,25.0,100.0,10.0,150.0,0.0,150.0,350.0,111,6,25100,0,0,1,9.0,1810.5120000000002,1 1/8M,0,20013475|LRL|2025-12-07|2
X,20013475,Golden Charm,LRL,2025-11-02,2,USA,CLM,,6.0,F,,6F,D,7,5.0,5.0,,,5.0,6,600.0,660.0,0.0,0.0,910.0,1325.0,10.0,350.0,0.0,0.0,50.0,150.0,20,7,21070,0,0,1,6.0,1207.008,6F,0,20013475|LRL|2025-11-02|2
X,20013475,Golden Charm,LRL,2025-10-10,7,USA,SOC,,7.0,F,,7F,D,3,5.0,5.0,,,4.0,5,500.0,550.0,0.0,0.0,600.0,950.0,50.0,250.0,0.0,0.0,10.0,150.0,124,7,30370,0,0,1,7.0,1408.176,7F,0,20013475|LRL|2025-10-10|7
X,20013954,Cattivo Ragazzo,LRL,2025-11-28,7,USA,ALW,,6.0,F,,6F,D,9,5.0,1.0,,,1.0,1,600.0,0.0,0.0,0.0,0.0,0.0,150.0,10.0,0.0,0.0,250.0,5.0,13,9,54910,0,0,1,6.0,1207.008,6F,0,20013954|LRL|2025-11-28|7
X,20013954,Cattivo Ragazzo,LRL,2025-11-14,7,USA,ALW,,6.0,F,,6F,D,6,6.0,2.0,,,1.0,1,460.0,50.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,250.0,275.0,38,9,49500,0,0,1,6.0,1207.008,6F,0,20013954|LRL|2025-11-14|7
X,20013954,Cattivo Ragazzo,LRL,2025-10-18,9,USA,ALW,,6.0,F,,6F,D,6,6.0,4.0,,,3.0,3,660.0,500.0,0.0,0.0,300.0,500.0,300.0,150.0,0.0,0.0,150.0,100.0,19,8,49000,0,0,1,6.0,1207.008,6F,0,20013954|LRL|2025-10-18|9
X,20014269,Party With Smarty,AQU,2025-12-26,10,USA,MCL,,6.5,F,,6 1/2F,D,7,12.0,10.0,,,4.0,1,960.0,1060.0,0.0,0.0,750.0,0.0,0.0,550.0,0.0,0.0,10.0,75.0,42,12,35000,0,0,1,6.5,1307.592,6 1/2F,0,20014269|AQU|2025-12-26|10
X,20014269,Party With Smarty,AQU,2025-11-16,1,USA,MCL,,8.0,F,,1M,D,4,5.0,4.0,4.0,,4.0,4,750.0,500.0,620.0,0.0,860.0,1175.0,0.0,50.0,350.0,0.0,500.0,1075.0,114,5,43000,0,0,1,8.0,1609.344,1M,0,20014269|AQU|2025-11-16|1
X,20014269,Party With Smarty,AQU,2025-11-06,5,USA,MCL,,7.0,F,,7F,D,6,7.0,8.0,,,6.0,3,560.0,620.0,0.0,0.0,370.0,155.0,150.0,650.0,0.0,0.0,200.0,125.0,120,9,35000,0,0,1,7.0,1408.176,7F,0,20014269|AQU|2025-11-06|5
X,20014281,Atlas Strong,LRL,2025-11-30,3,USA,SOC,,8.5,F,,1 1/16M,D,4,5.0,4.0,3.0,,3.0,3,350.0,450.0,400.0,0.0,210.0,525.0,200.0,200.0,700.0,0.0,700.0,975.0,38,7,29935,0,0,1,8.5,1709.928,1 1/16M,0,20014281|LRL|2025-11-30|3
X,20014281,Atlas Strong,LRL,2025-11-08,5,USA,SOC,,8.0,F,,1M,T,3,5.0,6.0,4.0,,4.0,5,460.0,600.0,360.0,0.0,350.0,225.0,200.0,100.0,10.0,0.0,150.0,50.0,107,10,34045,0,0,1,8.0,1609.344,1M,0,20014281|LRL|2025-11-08|5
X,20014281,Atlas Strong,LRL,2025-10-11,10,USA,STK,,8.5,F,,1 1/16M,T,8,4.0,5.0,6.0,,6.0,5,400.0,560.0,570.0,0.0,420.0,550.0,50.0,10.0,10.0,0.0,150.0,125.0,133,8,125000,0,0,1,8.5,1709.928,1 1/16M,0,20014281|LRL|2025-10-11|10
,20014884,Alilnalot,PRX,2025-12-09,1,USA,CLM,,8.32,F,,1M 70Y,D,7,1.0,2.0,1.0,,1.0,1,0.0,10.0,0.0,0.0,0.0,0.0,10.0,250.0,50.0,0.0,10.0,75.0,62,11,18000,0,0,0,8.32,1673.71776,1M 70Y,1,20014884|PRX|2025-12-09|1
X,20014884,Alilnalot,LRL,2025-11-16,10,USA,CLM,,8.0,F,,1M,D,2,2.0,4.0,6.0,,4.0,4,50.0,300.0,660.0,0.0,1000.0,1125.0,300.0,100.0,150.0,0.0,10.0,175.0,12,8,21030,0,0,1,8.0,1609.344,1M,0,20014884|LRL|2025-11-16|10
X,20014884,Alilnalot,LRL,2025-09-07,2,USA,CLM,,8.0,F,,1M,D,4,1.0,1.0,4.0,,6.0,6,0.0,0.0,470.0,0.0,1270.0,2225.0,50.0,10.0,250.0,0.0,0.0,0.0,28,6,19620,0,0,1,8.0,1609.344,1M,0,20014884|LRL|2025-09-07|2
X,20015226,Diamond Sue,LRL,2025-11-27,4,USA,SOC,,7.0,F,,7F,D,2,6.0,6.0,,,5.0,4,600.0,550.0,0.0,0.0,610.0,725.0,300.0,200.0,0.0,0.0,400.0,250.0,161,7,30950,0,0,1,7.0,1408.176,7F,0,20015226|LRL|2025-11-27|4
X,20015226,Diamond Sue,LRL,2025-11-01,1,USA,SOC,,8.0,F,,1M,T,1,5.0,5.0,8.0,,9.0,9,760.0,460.0,530.0,0.0,1170.0,1445.0,250.0,50.0,200.0,0.0,0.0,0.0,489,9,31950,0,0,1,8.0,1609.344,1M,0,20015226|LRL|2025-11-01|1
X,20015226,Diamond Sue,LRL,2025-10-03,7,USA,CLM,,7.0,F,,7F,D,5,6.0,6.0,,,5.0,5,310.0,410.0,0.0,0.0,760.0,1300.0,0.0,0.0,0.0,0.0,300.0,975.0,203,6,41800,0,0,1,7.0,1408.176,7F,0,20015226|LRL|2025-10-03|7
X,20015303,Alvy,LRL,2025-11-29,5,USA,SOC,,8.5,F,,1 1/16M,D,2,9.0,9.0,8.0,,7.0,4,910.0,980.0,1010.0,0.0,620.0,325.0,0.0,0.0,500.0,0.0,250.0,200.0,178,9,31370,0,0,1,8.5,1709.928,1 1/16M,0,20015303|LRL|2025-11-29|5
X,20015303,Alvy,LRL,2025-10-31,9,USA,ALW,,8.0,F,,1M,D,3,5.0,4.0,5.0,,5.0,5,360.0,450.0,850.0,0.0,1210.0,1450.0,0.0,10.0,0.0,0.0,0.0,0.0,57,5,48000,0,0,1,8.0,1609.344,1M,0,20015303|LRL|2025-10-31|9
X,20015303,Alvy,LRL,2025-10-11,3,USA,SHP,,7.0,F,,7F,D,3,10.0,11.0,,,10.0,4,1200.0,1710.0,0.0,0.0,1170.0,400.0,250.0,0.0,0.0,0.0,300.0,25.0,84,11,40800,0,0,1,7.0,1408.176,7F,0,20015303|LRL|2025-10-11|3
X,20016031,Northern Glow,PIM,2025-05-11,8,USA,AOC,,8.5,F,,1 1/16M,D,3,3.0,2.0,1.0,,1.0,1,200.0,50.0,0.0,0.0,0.0,0.0,550.0,50.0,200.0,0.0,300.0,200.0,34,4,57505,0,0,1,8.5,1709.928,1 1/16M,0,20016031|PIM|2025-05-11|8
X,20016031,Northern Glow,LRL,2025-04-13,7,USA,AOC,,8.0,F,,1M,D,1,9.0,9.0,7.0,,5.0,4,1420.0,1160.0,920.0,0.0,1100.0,1375.0,0.0,0.0,150.0,0.0,150.0,50.0,191,9,60260,0,0,1,8.0,1609.344,1M,0,20016031|LRL|2025-04-13|7
X,20016031,Northern Glow,LRL,2025-02-16,7,USA,AOC,,8.5,F,,1 1/16M,D,1,1.0,1.0,2.0,,3.0,4,0.0,0.0,10.0,0.0,160.0,450.0,100.0,10.0,100.0,0.0,150.0,100.0,53,7,54095,0,0,1,8.5,1709.928,1 1/16M,0,20016031|LRL|2025-02-16|7
X,20016074,Honor the Truth,LRL,2025-12-21,9,USA,CLM,,8.0,F,,1M,D,8,6.0,5.0,4.0,,3.0,2,720.0,1010.0,350.0,0.0,200.0,50.0,250.0,50.0,300.0,0.0,50.0,300.0,44,8,21300,0,0,1,8.0,1609.344,1M,0,20016074|LRL|2025-12-21|9
X,20016074,Honor the Truth,LRL,2025-11-28,5,USA,CLM,,8.5,F,,1 1/16M,D,4,8.0,8.0,8.0,,5.0,2,1500.0,1550.0,1460.0,0.0,950.0,625.0,0.0,0.0,0.0,0.0,150.0,100.0,171,8,21300,0,0,1,8.5,1709.928,1 1/16M,0,20016074|LRL|2025-11-28|5
,20016074,Honor the Truth,DEL,2025-09-25,6,USA,CLM,,8.0,F,,1M,D,5,5.0,5.0,5.0,,5.0,3,650.0,910.0,700.0,0.0,900.0,725.0,250.0,50.0,300.0,0.0,500.0,25.0,52,6,19000,0,0,0,8.0,1609.344,1M,0,20016074|DEL|2025-09-25|6
,20016074,Honor the Truth,TIM,2025-08-24,1,USA,CLM,,8.0,F,,1M,D,3,6.0,6.0,6.0,,5.0,4,460.0,1000.0,1500.0,0.0,950.0,900.0,0.0,0.0,0.0,0.0,250.0,400.0,28,6,15000,0,0,0,8.0,1609.344,1M,0,20016074|TIM|2025-08-24|1
X,20016120,Collection Day,LRL,2025-12-26,5,USA,SOC,,8.0,F,,1M,D,6,9.0,9.0,9.0,,9.0,6,720.0,1000.0,1020.0,0.0,1080.0,1135.0,0.0,0.0,0.0,0.0,0.0,25.0,346,9,33110,0,0,1,8.0,1609.344,1M,0,20016120|LRL|2025-12-26|5
X,20016120,Collection Day,LRL,2025-11-16,8,USA,ALW,,8.5,F,,1 1/16M,D,4,7.0,8.0,8.0,,8.0,8,400.0,1260.0,2060.0,0.0,2160.0,3480.0,200.0,0.0,0.0,0.0,0.0,0.0,455,8,50000,0,0,1,8.5,1709.928,1 1/16M,0,20016120|LRL|2025-11-16|8
,20016120,Collection Day,DEL,2025-07-09,4,USA,SOC,,8.0,F,,1M,D,6,6.0,6.0,6.0,,5.0,5,310.0,270.0,420.0,0.0,710.0,1185.0,50.0,100.0,200.0,0.0,100.0,125.0,94,7,27000,0,0,0,8.0,1609.344,1M,0,20016120|DEL|2025-07-09|4
