has_gps_data,registration_number,horse_name,pp_track,pp_race_date,pp_race_number,pp_country,race_type,grade,distance_id,about_distance_indicator,distance,surface,post_position,position_at_point_of_call_1,position_at_point_of_call_2,position_at_point_of_call_3,position_at_point_of_call_4,position_at_point_of_call_5,official_position,length_behind_at_poc_1,length_behind_at_poc_2,length_behind_at_poc_3,length_behind_at_poc_4,length_behind_at_poc_5,length_behind_at_finish,length_ahead_at_poc_1,length_ahead_at_poc_2,length_ahead_at_poc_3,length_ahead_at_poc_4,length_ahead_at_poc_5,length_ahead_at_finish,post_time_odds,field_size,purse,pp_id
 ,23001085,Rebel Prince,DEL,2025-10-18,5,USA,MCL, ,6.0, ,6F,D,3,6,6,0,0,5,4,300,180,0,0,220,180,10,10,0,0,200,550,86,7,28000,23001085_DEL_2025-10-18_5
X,23001085,Rebel Prince,LRL,2025-11-08,7,USA,MSW, ,6.0, ,6F,D,3,9,9,0,0,8,5,1660,1620,0,0,1270,2000,400,200,0,0,50,75,302,10,49000,23001085_LRL_2025-11-08_7
X,23001085,Rebel Prince,LRL,2025-11-28,3,USA,MSW, ,6.0, ,6F,D,2,6,6,0,0,5,6,450,670,0,0,750,1450,100,600,0,0,10,3050,352,7,45500,23001085_LRL_2025-11-28_3
 ,23010813,Red Zone Runner,PRX,2025-09-19,1,USA,MSW, ,5.5, ,5 1/2F,D,2,4,4,0,0,1,1,360,360,0,0,0,0,150,10,0,0,100,25,12,11,65000,23010813_PRX_2025-09-19_1
 ,23010813,Red Zone Runner,PEN,2025-10-30,4,USA,ALW, ,6.0, ,6F,D,4,4,2,0,0,2,2,260,250,0,0,300,175,100,10,0,0,50,400,4,6,35000,23010813_PEN_2025-10-30_4
 ,23010813,Red Zone Runner,PRX,2025-11-26,6,USA,STK, ,7.0, ,7F,D,2,5,3,0,0,3,3,260,250,0,0,400,575,50,10,0,0,700,1250,51,7,100000,23010813_PRX_2025-11-26_6
X,22011846,Rehoboth Avenue,LRL,2025-10-05,1,USA,SOC, ,8.5, ,1 1/16M,T,3,2,2,3,0,3,4,350,600,110,0,310,500,150,400,250,0,10,50,190,8,34600,22011846_LRL_2025-10-05_1
X,22011846,Rehoboth Avenue,LRL,2025-10-24,3,USA,CLM, ,9.0, ,1 1/8M,T,5,2,2,2,0,7,9,250,150,100,0,280,785,200,150,150,0,150,0,1369,9,42100,22011846_LRL_2025-10-24_3
X,22011846,Rehoboth Avenue,LRL,2025-11-23,4,USA,SOC, ,8.0, ,1M,T,5,5,6,6,0,7,4,1050,1510,1210,0,570,525,100,50,200,0,50,10,63,12,29900,22011846_LRL_2025-11-23_4
X,22011846,Rehoboth Avenue,LRL,2025-12-12,1,USA,SOC, ,7.0, ,7F,D,2,4,6,0,0,6,4,400,860,0,0,800,650,10,150,0,0,10,100,67,8,27900,22011846_LRL_2025-12-12_1
X,23009437,Rerun Table,LRL,2025-10-11,5,USA,STK, ,6.0, ,6F,D,5,2,2,0,0,3,5,10,10,0,0,200,740,50,150,0,0,10,150,86,9,101000,23009437_LRL_2025-10-11_5
X,23009437,Rerun Table,LRL,2025-11-14,3,USA,AOC, ,6.0, ,6F,D,1,2,3,0,0,3,3,50,260,0,0,450,775,150,600,0,0,800,1250,54,4,49000,23009437_LRL_2025-11-14_3
X,23009437,Rerun Table,LRL,2025-12-05,4,USA,CLM, ,5.5, ,5 1/2F,D,3,2,1,0,0,1,1,50,0,0,0,0,0,10,10,0,0,200,300,12,4,41600,23009437_LRL_2025-12-05_4
 ,21008045,Return Fire,DEL,2025-08-13,3,USA,CLM, ,7.5,A,7 1/2F,T,3,2,2,0,0,5,8,100,100,0,0,320,1375,100,100,0,0,10,0,212,8,21000,21008045_DEL_2025-08-13_3
X,21008045,Return Fire,LRL,2025-11-07,7,USA,CLM, ,8.0, ,1M,D,5,2,2,2,0,3,5,50,10,150,0,200,880,100,50,150,0,10,325,282,8,25370,21008045_LRL_2025-11-07_7
X,21008045,Return Fire,LRL,2025-11-30,2,USA,CLM, ,8.0, ,1M,D,4,4,4,4,0,5,6,70,410,760,0,770,1450,500,400,350,0,200,675,124,7,25200,21008045_LRL_2025-11-30_2
X,21008045,Return Fire,LRL,2026-01-09,1,USA,CLM, ,8.0, ,1M,D,5,1,1,1,0,2,3,0,0,0,0,10,450,10,50,200,0,200,10,140,9,25870,21008045_LRL_2026-01-09_1
 ,23009571,Rhodes,LRC,2025-09-20,4,USA,MSW, ,6.5, ,6 1/2F,D,1,1,2,0,0,4,4,0,10,0,0,560,1775,10,200,0,0,700,2000,38,7,45000,23009571_LRC_2025-09-20_4
X,23009571,Rhodes,SA ,2025-10-13,2,USA,MSW, ,8.0, ,1M,D,6,3,3,7,0,7,7,110,60,820,0,1750,7155,50,10,0,0,0,0,297,7,60000,23009571_SA_2025-10-13_2
X,23009571,Rhodes,LRL,2025-11-29,3,USA,MSW, ,7.0, ,7F,D,2,1,2,0,0,2,6,0,100,0,0,500,950,10,1000,0,0,150,150,69,9,48500,23009571_LRL_2025-11-29_3
 ,19019286,Right of Rush,BTP,2025-07-25,8,USA,CLM, ,8.0, ,1M,T,5,5,6,6,0,6,7,700,1110,900,0,620,925,100,10,100,0,10,150,187,10,10100,19019286_BTP_2025-07-25_8
X,19019286,Right of Rush,LRL,2025-10-18,7,USA,CLM, ,8.5, ,1 1/16M,D,4,3,3,2,0,4,4,200,200,200,0,260,725,50,10,10,0,600,475,522,9,25540,19019286_LRL_2025-10-18_7
X,19019286,Right of Rush,LRL,2025-11-07,7,USA,CLM, ,8.0, ,1M,D,2,4,4,6,0,6,6,350,360,650,0,860,1205,10,50,100,0,600,1075,308,8,25370,19019286_LRL_2025-11-07_7
X,19019286,Right of Rush,LRL,2025-12-19,4,USA,CLM, ,8.5, ,1 1/16M,D,4,3,3,3,0,2,2,400,200,350,0,350,925,300,450,400,0,50,675,55,5,22000,19019286_LRL_2025-12-19_4
X,19019286,Right of Rush,LRL,2026-01-09,1,USA,CLM, ,8.0, ,1M,D,2,7,6,6,0,6,6,420,550,380,0,710,1110,50,50,50,0,400,275,25,9,25870,19019286_LRL_2026-01-09_1
X,22008352,Rina Is Fire,LRL,2025-02-22,9,USA,MSW, ,6.0, ,6F,D,3,1,1,0,0,1,2,0,0,0,0,0,5,200,300,0,0,150,525,29,6,49115,22008352_LRL_2025-02-22_9
X,22008352,Rina Is Fire,LRL,2025-11-09,7,USA,MSW, ,6.0, ,6F,D,4,1,1,0,0,1,1,0,0,0,0,0,0,10,300,0,0,400,425,6,6,52640,22008352_LRL_2025-11-09_7
X,22008352,Rina Is Fire,LRL,2025-11-29,4,USA,ALW, ,5.5, ,5 1/2F,D,9,4,3,0,0,2,2,120,310,0,0,350,325,350,100,0,0,600,375,7,9,49500,22008352_LRL_2025-11-29_4
X,23017181,Rio Del Valle,LRL,2026-01-09,6,USA,MCL, ,6.0, ,6F,D,11,8,6,0,0,8,6,1020,520,0,0,880,355,350,150,0,0,50,300,293,11,24890,23017181_LRL_2026-01-09_6
 ,18012283,River Dog,PRX,2025-10-29,9,USA,AOC, ,6.0, ,6F,D,4,3,3,0,0,5,6,110,300,0,0,600,1100,10,10,0,0,100,0,131,6,55000,18012283_PRX_2025-10-29_9
 ,18012283,River Dog,PRX,2025-11-11,7,USA,CLM, ,6.0, ,6F,D,7,2,2,0,0,6,6,50,10,0,0,650,1400,100,10,0,0,200,100,90,7,35000,18012283_PRX_2025-11-11_7
 ,18012283,River Dog,PEN,2025-12-18,5,USA,CLM, ,6.0, ,6F,D,3,3,2,0,0,4,6,20,10,0,0,400,650,500,300,0,0,10,0,43,6,28000,18012283_PEN_2025-12-18_5
X,21004898,Riyadh Moon,SAR,2025-08-14,2,USA,CLM, ,7.0, ,7F,D,5,6,6,0,0,2,1,550,700,0,0,200,0,0,0,0,0,100,125,87,6,48000,21004898_SAR_2025-08-14_2
X,21004898,Riyadh Moon,BAQ,2025-10-11,2,USA,CLM, ,6.5, ,6 1/2F,D,2,6,6,0,0,5,2,850,910,0,0,820,600,0,0,0,0,50,100,80,6,60000,21004898_BAQ_2025-10-11_2
X,21004898,Riyadh Moon,LRL,2025-11-27,7,USA,AOC, ,6.0, ,6F,D,1,5,5,0,0,6,5,510,750,0,0,960,1725,10,10,0,0,100,175,27,8,55590,21004898_LRL_2025-11-27_7
 ,17003226,Rob the Rich,PEN,2025-10-22,4,USA,CLM, ,8.5, ,1 1/16M,D,5,2,2,1,0,1,1,200,50,0,0,0,0,10,100,50,0,500,625,17,7,12000,17003226_PEN_2025-10-22_4
 ,17003226,Rob the Rich,PRX,2025-11-12,5,USA,CLM, ,8.32, ,1M 70Y,D,2,1,1,1,0,1,1,0,0,0,0,0,0,100,100,150,0,150,150,7,3,20000,17003226_PRX_2025-11-12_5
 ,17003226,Rob the Rich,PEN,2025-12-05,2,USA,CLM, ,8.5, ,1 1/16M,D,4,7,6,6,0,3,1,770,660,310,0,110,0,0,100,300,0,100,100,20,7,18000,17003226_PEN_2025-12-05_2
X,22004324,Robert's Moon,LRL,2025-10-24,1,USA,SOC, ,8.0, ,1M,T,9,4,3,3,0,5,4,300,160,110,0,310,425,200,200,150,0,50,25,443,10,32000,22004324_LRL_2025-10-24_1
X,22004324,Robert's Moon,LRL,2025-11-16,6,USA,SOC, ,8.5, ,1 1/16M,T,1,1,1,1,0,2,3,0,0,0,0,10,200,200,250,200,0,200,75,30,10,26740,22004324_LRL_2025-11-16_6
X,22004324,Robert's Moon,LRL,2025-12-05,3,USA,SOC, ,7.0, ,7F,D,6,2,4,0,0,6,5,700,560,0,0,460,1125,50,100,0,0,1500,700,22,7,27040,22004324_LRL_2025-12-05_3
X,22004324,Robert's Moon,LRL,2025-12-27,2,USA,SOC, ,8.0, ,1M,D,3,1,1,2,0,3,3,0,0,250,0,450,675,200,10,50,0,0,0,48,3,30000,22004324_LRL_2025-12-27_2
 ,22004733,Roll On Jesse,DEL,2025-09-25,8,USA,STR, ,8.0, ,1M,D,4,4,4,4,0,4,3,400,350,500,0,900,1125,500,200,150,0,100,500,117,5,32000,22004733_DEL_2025-09-25_8
X,22004733,Roll On Jesse,LRL,2025-10-31,9,USA,ALW, ,8.0, ,1M,D,4,2,5,3,0,4,4,150,460,300,0,810,1275,100,0,200,0,400,175,76,5,48000,22004733_LRL_2025-10-31_9
X,22004733,Roll On Jesse,LRL,2025-12-06,2,USA,CLM, ,8.0, ,1M,D,3,5,6,5,0,3,4,550,850,510,0,550,425,200,550,10,0,150,50,67,7,44100,22004733_LRL_2025-12-06_2
X,20009044,Rowsie Express,LRL,2025-09-28,8,USA,ALW, ,8.0, ,1M,D,5,1,1,1,0,2,2,0,0,0,0,200,200,150,10,10,0,100,150,51,6,50470,20009044_LRL_2025-09-28_8
X,20009044,Rowsie Express,LRL,2025-10-31,8,USA,ALW, ,9.0, ,1 1/8M,D,1,1,1,1,0,1,1,0,0,0,0,0,0,100,100,50,0,150,50,46,6,53410,20009044_LRL_2025-10-31_8
X,20009044,Rowsie Express,LRL,2025-11-30,3,USA,SOC, ,8.5, ,1 1/16M,D,3,3,5,5,0,4,4,200,650,1250,0,910,1500,50,50,10,0,200,550,27,7,29935,20009044_LRL_2025-11-30_3
X,20003013,Royal Seamstress,MTH,2025-07-11,6,USA,CLM, ,5.5, ,5 1/2F,D,1,6,5,0,0,6,6,470,610,0,0,1010,1100,0,10,0,0,0,0,106,6,19450,20003013_MTH_2025-07-11_6
X,20003013,Royal Seamstress,LRL,2025-10-10,4,USA,CLM, ,5.5, ,5 1/2F,D,1,6,5,0,0,3,3,530,410,0,0,600,650,50,10,0,0,400,600,41,7,21070,20003013_LRL_2025-10-10_4
X,20003013,Royal Seamstress,LRL,2025-11-02,2,USA,CLM, ,6.0, ,6F,D,4,6,3,0,0,2,2,610,600,0,0,400,350,300,50,0,0,450,650,51,7,21070,20003013_LRL_2025-11-02_2
X,20003013,Royal Seamstress,LRL,2025-12-26,9,USA,CLM, ,6.0, ,6F,D,7,4,4,0,0,6,6,550,360,0,0,760,1700,50,50,0,0,200,25,29,7,20260,20003013_LRL_2025-12-26_9
 ,21015050,Rumint,FL ,2025-10-27,2,USA,CLM, ,8.0, ,1M,D,5,3,3,3,0,3,4,300,250,300,0,500,350,100,100,200,0,10,150,11,5,18100,21015050_FL_2025-10-27_2
 ,21015050,Rumint,FL ,2025-11-12,4,USA,CLM, ,8.32, ,1M 70Y,D,4,1,1,1,0,1,1,0,0,0,0,0,0,100,150,200,0,400,775,10,7,14000,21015050_FL_2025-11-12_4
 ,21015050,Rumint,FL ,2025-11-25,9,USA,CLM, ,5.5, ,5 1/2F,D,1,3,3,0,0,1,1,150,150,0,0,0,0,400,200,0,0,10,225,6,4,14000,21015050_FL_2025-11-25_9
X,23016735,Runaway Rooster,LRL,2025-10-04,6,USA,MCL, ,6.0, ,6F,D,4,6,7,0,0,8,8,560,860,0,0,1600,1805,200,50,0,0,200,50,341,10,28180,23016735_LRL_2025-10-04_6
X,23016735,Runaway Rooster,LRL,2025-11-14,10,USA,MCL, ,6.0, ,6F,D,3,2,3,0,0,3,5,50,900,0,0,1400,1975,300,150,0,0,150,150,301,9,28400,23016735_LRL_2025-11-14_10
X,23016735,Runaway Rooster,LRL,2025-11-28,1,USA,MCL, ,8.0, ,1M,D,12,3,3,3,0,5,5,60,60,110,0,230,425,200,150,50,0,100,10,211,12,29180,23016735_LRL_2025-11-28_1
X,23016735,Runaway Rooster,LRL,2025-12-19,6,USA,MCL, ,8.5, ,1 1/16M,D,8,7,7,6,0,4,5,660,620,430,0,550,555,10,50,700,0,100,425,204,8,25740,23016735_LRL_2025-12-19_6
X,23016735,Runaway Rooster,LRL,2026-01-10,4,USA,MCL, ,8.5, ,1 1/16M,D,5,4,3,6,0,6,6,70,300,950,0,1400,3200,200,10,0,0,0,0,32,6,24700,23016735_LRL_2026-01-10_4
X,20011403,Running River,LRL,2025-09-13,2,USA,CLM, ,8.5, ,1 1/16M,D,2,2,2,3,0,3,2,10,50,500,0,1100,1750,200,200,1200,0,300,100,31,5,18450,20011403_LRL_2025-09-13_2
X,20011403,Running River,LRL,2025-10-17,4,USA,CLM, ,8.0, ,1M,D,3,6,8,8,0,8,9,320,570,1320,0,1610,2850,10,300,200,0,200,0,115,9,21260,20011403_LRL_2025-10-17_4
X,20011403,Running River,LRL,2025-11-29,2,USA,CLM, ,8.5, ,1 1/16M,D,5,2,2,4,0,4,5,10,100,560,0,750,1380,100,50,150,0,150,1575,186,8,19140,20011403_LRL_2025-11-29_2
 ,22001067,Runsweetly,DEL,2025-09-18,6,USA,CLM, ,6.0, ,6F,D,4,6,4,0,0,3,3,270,160,0,0,310,160,10,100,0,0,10,200,168,8,25000,22001067_DEL_2025-09-18_6
X,22001067,Runsweetly,LRL,2025-10-24,2,USA,CLM, ,6.0, ,6F,D,1,7,5,0,0,4,6,500,550,0,0,550,405,0,150,0,0,50,600,116,7,45300,22001067_LRL_2025-10-24_2
X,22001067,Runsweetly,LRL,2025-11-27,4,USA,SOC, ,7.0, ,7F,D,1,7,7,0,0,6,6,900,750,0,0,1010,1800,0,0,0,0,10,150,95,7,30950,22001067_LRL_2025-11-27_4
X,22007924,Rylnnslookinglucky,LRL,2025-02-16,6,USA,MCL, ,6.0, ,6F,D,8,6,7,0,0,7,5,1350,1650,0,0,1000,950,400,300,0,0,800,25,342,9,27680,22007924_LRL_2025-02-16_6
X,22007924,Rylnnslookinglucky,LRL,2025-10-04,4,USA,MCL, ,5.5, ,5 1/2F,D,1,6,6,0,0,6,6,370,860,0,0,1350,1350,350,400,0,0,300,225,372,7,31850,22007924_LRL_2025-10-04_4
X,22007924,Rylnnslookinglucky,LRL,2025-10-17,10,USA,MCL, ,8.0, ,1M,D,3,2,1,3,0,3,3,10,0,450,0,900,1700,50,10,50,0,100,225,157,8,26030,22007924_LRL_2025-10-17_10
X,20018257,S S Sinatra,LRL,2025-09-21,6,USA,AOC, ,6.0, ,6F,D,4,9,8,0,0,6,4,590,670,0,0,900,510,300,250,0,0,10,50,72,10,63880,20018257_LRL_2025-09-21_6
X,20018257,S S Sinatra,LRL,2025-10-19,10,USA,AOC, ,6.0, ,6F,D,5,2,2,0,0,2,5,10,150,0,0,200,750,50,10,0,0,10,10,38,7,56500,20018257_LRL_2025-10-19_10
X,20018257,S S Sinatra,LRL,2025-11-28,8,USA,AOC, ,6.0, ,6F,D,6,2,1,0,0,1,1,200,0,0,0,0,0,100,10,0,0,100,5,14,6,61040,20018257_LRL_2025-11-28_8
 ,22004260,Safe Trust,DEL,2025-07-17,6,USA,STK, ,6.0, ,6F,D,1,2,2,0,0,2,3,10,100,0,0,200,850,50,100,0,0,150,0,81,3,125000,22004260_DEL_2025-07-17_6
X,22004260,Safe Trust,LRL,2025-09-26,8,USA,AOC, ,6.0, ,6F,D,5,5,4,0,0,4,5,420,360,0,0,500,850,10,350,0,0,300,525,106,7,58180,22004260_LRL_2025-09-26_8
X,22004260,Safe Trust,LRL,2025-10-11,7,USA,STK, ,7.0, ,7F,D,5,3,4,0,0,6,9,300,260,0,0,650,1325,10,150,0,0,100,900,281,12,102030,22004260_LRL_2025-10-11_7
X,22010701,Salty Lime,CNL,2025-08-22,5,USA,MCL, ,5.0, ,5F,T,3,8,8,0,0,7,7,810,700,0,0,950,1200,0,0,0,0,150,50,641,8,32000,22010701_CNL_2025-08-22_5
X,22010701,Salty Lime,CNL,2025-09-03,8,USA,MCL, ,5.5, ,5 1/2F,T,5,4,5,0,0,7,7,160,460,0,0,1410,1885,200,100,0,0,1200,1075,551,8,40000,22010701_CNL_2025-09-03_8
X,20018653,Salvo Trigger,LRL,2025-10-04,7,USA,SOC, ,6.0, ,6F,T,7,9,9,0,0,9,9,2150,2110,0,0,1280,1280,0,0,0,0,0,0,779,9,26240,20018653_LRL_2025-10-04_7
X,20018653,Salvo Trigger,LRL,2025-10-26,1,USA,SOC, ,5.5, ,5 1/2F,T,8,9,9,0,0,8,8,680,400,0,0,340,410,50,100,0,0,200,550,501,10,26380,20018653_LRL_2025-10-26_1
X,20018653,Salvo Trigger,TP ,2025-12-12,4,USA,CLM, ,8.5, ,1 1/16M,D,8,10,10,10,0,2,3,670,530,390,0,200,350,50,300,3000,0,100,50,593,11,26800,20018653_TP_2025-12-12_4
X,20018653,Salvo Trigger,LRL,2026-01-09,1,USA,CLM, ,8.0, ,1M,D,7,4,5,5,0,5,5,170,350,370,0,610,685,100,200,10,0,100,425,201,9,25870,20018653_LRL_2026-01-09_1
 ,21018352,Same Day as L J,LRL,2025-11-07,6,USA,ALW, ,5.5, ,5 1/2F,T,9,1,1,0,0,5,11,0,0,0,0,360,815,50,10,0,0,10,1075,1052,12,53470,21018352_LRL_2025-11-07_6
X,21018352,Same Day as L J,LRL,2025-11-15,9,USA,ALW, ,5.5, ,5 1/2F,T,3,2,3,0,0,4,4,50,150,0,0,300,235,50,10,0,0,200,25,426,8,49000,21018352_LRL_2025-11-15_9
X,21018352,Same Day as L J,LRL,2025-11-27,3,USA,SOC, ,5.5, ,5 1/2F,T,3,1,1,0,0,3,7,0,0,0,0,60,395,10,10,0,0,10,525,65,9,31500,21018352_LRL_2025-11-27_3
 ,19001706,Sapphire Beauty,TIM,2025-08-30,4,USA,STR, ,8.0, ,1M,D,3,2,6,6,0,6,6,150,520,1600,0,2360,3655,50,0,0,0,0,0,155,6,24310,19001706_TIM_2025-08-30_4
 ,19001706,Sapphire Beauty,CT ,2025-10-30,4,USA,SOC, ,6.5, ,6 1/2F,D,8,5,6,0,0,7,8,310,760,0,0,610,1400,100,10,0,0,10,0,692,8,22700,19001706_CT_2025-10-30_4
 ,19001706,Sapphire Beauty,CT ,2025-11-13,2,USA,CLM, ,7.0, ,7F,D,2,2,4,0,0,6,6,100,410,0,0,960,1375,10,10,0,0,200,1150,271,7,15800,19001706_CT_2025-11-13_2
X,19001706,Sapphire Beauty,LRL,2025-12-19,5,USA,CLM, ,5.5, ,5 1/2F,D,4,4,4,0,0,4,4,550,500,0,0,500,675,250,200,0,0,150,100,386,7,18640,19001706_LRL_2025-12-19_5
X,19001706,Sapphire Beauty,LRL,2026-01-09,5,USA,CLM, ,6.0, ,6F,D,9,3,3,0,0,5,7,110,110,0,0,560,1025,100,300,0,0,200,150,533,9,19910,19001706_LRL_2026-01-09_5
X,23016206,Sassy Senorita,LRL,2025-10-03,5,USA,MCL, ,6.0, ,6F,D,11,9,9,0,0,10,9,1260,1010,0,0,1560,1530,100,10,0,0,200,150,457,11,29400,23016206_LRL_2025-10-03_5
X,22004675,Schrader,CNL,2025-09-13,3,USA,STR, ,7.0, ,7F,D,6,2,2,0,0,2,6,100,200,0,0,400,550,50,200,0,0,500,450,84,6,40000,22004675_CNL_2025-09-13_3
 ,22004675,Schrader,DEL,2025-09-28,9,USA,ALW, ,8.5, ,1 1/16M,D,4,2,3,2,0,2,2,100,250,100,0,10,175,10,10,10,0,10,100,170,8,72000,22004675_DEL_2025-09-28_9
X,22004675,Schrader,LRL,2025-11-27,9,USA,SOC, ,6.0, ,6F,D,1,6,6,0,0,6,5,360,760,0,0,920,925,0,0,0,0,0,25,27,6,30450,22004675_LRL_2025-11-27_9
X,22004675,Schrader,LRL,2025-12-13,1,USA,SOC, ,7.0, ,7F,D,6,2,2,0,0,2,3,10,10,0,0,10,725,800,500,0,0,150,400,34,6,33150,22004675_LRL_2025-12-13_1
X,23006633,Sculcos Folly,SAR,2025-07-06,2,USA,MSW, ,5.5, ,5 1/2F,D,5,8,8,0,0,8,8,870,1660,0,0,2620,4665,0,0,0,0,0,0,68,8,90000,23006633_SAR_2025-07-06_2
X,23006633,Sculcos Folly,MTH,2025-07-26,2,USA,MCL, ,5.0, ,5F,D,2,2,2,0,0,1,1,300,10,0,0,0,0,100,100,0,0,100,250,26,3,22000,23006633_MTH_2025-07-26_2
X,23006633,Sculcos Folly,LRL,2025-11-09,2,USA,CLM, ,6.0, ,6F,D,2,1,1,0,0,1,1,0,0,0,0,0,0,200,200,0,0,450,500,128,6,31350,23006633_LRL_2025-11-09_2
X,22006627,Seaside Road,LRL,2025-10-03,7,USA,CLM, ,7.0, ,7F,D,1,1,1,0,0,2,3,0,0,0,0,10,375,50,100,0,0,300,775,34,6,41800,22006627_LRL_2025-10-03_7
X,22006627,Seaside Road,LRL,2025-10-24,2,USA,CLM, ,6.0, ,6F,D,3,3,1,0,0,1,2,250,0,0,0,0,10,50,100,0,0,200,325,22,7,45300,22006627_LRL_2025-10-24_2
X,22006627,Seaside Road,LRL,2025-11-14,5,USA,ALW, ,5.5, ,5 1/2F,T,6,8,7,0,0,6,6,1080,660,0,0,510,310,200,150,0,0,300,225,171,9,49500,22006627_LRL_2025-11-14_5
X,23002688,Secret Oaks,LRL,2025-12-14,3,USA,MCL, ,6.0, ,6F,D,2,8,6,0,0,6,3,710,660,0,0,600,525,0,10,0,0,350,100,39,8,25700,23002688_LRL_2025-12-14_3
 ,23002688,Secret Oaks,PRX,2026-01-05,1,USA,MCL, ,8.32, ,1M 70Y,D,1,6,5,3,0,3,1,500,360,800,0,650,0,10,200,50,0,300,10,49,9,19000,23002688_PRX_2026-01-05_1
 ,21004312,Secret Zipper,TIM,2025-08-24,7,USA,AOC, ,8.0, ,1M,D,4,3,2,4,0,4,5,160,200,600,0,410,535,10,50,50,0,50,5,59,7,51800,21004312_TIM_2025-08-24_7
X,21004312,Secret Zipper,LRL,2025-09-14,8,USA,AOC, ,8.5, ,1 1/16M,D,3,1,1,1,0,1,3,0,0,0,0,0,750,350,500,500,0,150,10,57,6,58520,21004312_LRL_2025-09-14_8
X,21004312,Secret Zipper,LRL,2025-11-22,8,USA,STK, ,9.0, ,1 1/8M,D,6,2,2,2,0,4,5,200,250,250,0,700,1475,250,300,50,0,250,4500,62,6,100000,21004312_LRL_2025-11-22_8
X,17020018,Self Taught,LRL,2025-10-12,8,USA,SOC, ,7.0, ,7F,D,4,6,6,0,0,6,6,1010,660,0,0,1010,1475,10,200,0,0,200,950,52,7,29500,17020018_LRL_2025-10-12_8
X,17020018,Self Taught,LRL,2025-11-01,7,USA,SOC, ,8.0, ,1M,D,10,8,6,3,0,4,6,510,810,450,0,500,550,150,100,10,0,10,200,94,10,26020,17020018_LRL_2025-11-01_7
X,17020018,Self Taught,LRL,2025-11-29,5,USA,SOC, ,8.5, ,1 1/16M,D,9,5,5,2,0,2,5,410,470,150,0,250,525,50,350,10,0,100,25,393,9,31370,17020018_LRL_2025-11-29_5
X,17020018,Self Taught,LRL,2025-12-12,6,USA,SOC, ,7.0, ,7F,D,4,8,7,0,0,4,3,920,910,0,0,650,300,0,50,0,0,150,50,70,8,25020,17020018_LRL_2025-12-12_6
X,20010035,Seven's Eleven,LRL,2025-04-12,8,USA,STK, ,7.0, ,7F,D,6,2,2,0,0,2,3,50,10,0,0,100,425,300,250,0,0,150,200,171,6,100000,20010035_LRL_2025-04-12_8
X,20010035,Seven's Eleven,LRL,2025-11-14,6,USA,AOC, ,8.0, ,1M,D,2,6,7,6,0,7,7,510,670,530,0,1310,1275,50,10,200,0,100,5,95,8,57000,20010035_LRL_2025-11-14_6
X,20010035,Seven's Eleven,LRL,2025-11-27,7,USA,AOC, ,6.0, ,6F,D,6,8,8,0,0,7,7,870,920,0,0,1060,1975,0,0,0,0,150,425,92,8,55590,20010035_LRL_2025-11-27_7
X,20010035,Seven's Eleven,LRL,2025-12-20,4,USA,SOC, ,6.0, ,6F,D,1,5,6,0,0,4,5,760,560,0,0,600,900,100,150,0,0,50,625,93,8,32610,20010035_LRL_2025-12-20_4
X,20010035,Seven's Eleven,LRL,2026-01-10,6,USA,CLM, ,6.0, ,6F,D,7,2,3,0,0,3,4,100,110,0,0,300,585,10,50,0,0,50,125,17,11,21180,20010035_LRL_2026-01-10_6
X,21018249,Shadow Surge,BAQ,2025-11-01,1,USA,CLM, ,6.0, ,6F,D,1,1,1,0,0,2,2,0,0,0,0,10,50,50,100,0,0,50,175,13,7,41000,21018249_BAQ_2025-11-01_1
X,21018249,Shadow Surge,AQU,2025-11-23,7,USA,CLM, ,7.0, ,7F,D,5,6,8,0,0,7,7,280,710,0,0,1010,1250,50,0,0,0,1000,0,13,8,55000,21018249_AQU_2025-11-23_7
X,21018249,Shadow Surge,AQU,2025-12-04,3,USA,CLM, ,6.0, ,6F,D,4,1,1,0,0,1,1,0,0,0,0,0,0,100,300,0,0,500,250,19,7,41000,21018249_AQU_2025-12-04_3
X,22006185,She's a Bombshell,MTH,2025-08-24,3,USA,AOC, ,6.0, ,6F,D,8,1,1,0,0,1,1,0,0,0,0,0,0,50,250,0,0,350,550,66,8,68750,22006185_MTH_2025-08-24_3
X,22006185,She's a Bombshell,MTH,2025-09-13,8,USA,STK, ,5.0, ,5F,T,1,4,4,0,0,5,8,210,210,0,0,500,935,50,150,0,0,10,50,312,11,93500,22006185_MTH_2025-09-13_8
X,22006185,She's a Bombshell,BAQ,2025-09-25,3,USA,SOC, ,6.0, ,6F,D,6,4,5,0,0,7,8,300,560,0,0,1260,1755,100,100,0,0,700,0,208,8,65000,22006185_BAQ_2025-09-25_3
X,22006185,She's a Bombshell,LRL,2025-12-12,3,USA,SOC, ,6.0, ,6F,D,3,4,5,0,0,5,5,110,360,0,0,850,1400,450,250,0,0,150,75,189,6,30450,22006185_LRL_2025-12-12_3
X,23016487,She's a Good Girl,LRL,2025-10-31,5,USA,MSW, ,6.0, ,6F,D,7,5,5,0,0,5,4,650,710,0,0,700,1050,100,100,0,0,150,50,330,9,50615,23016487_LRL_2025-10-31_5
X,23016487,She's a Good Girl,LRL,2025-11-22,3,USA,MCL, ,6.0, ,6F,D,7,4,2,0,0,2,3,310,400,0,0,400,525,100,100,0,0,150,5,81,9,32400,23016487_LRL_2025-11-22_3
